Address A,Port A,Address B,Port B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A,Target
51390,170.72.166.230,5004,12.0,1128.0,6.0,492.0,6.0,636.0,4892.598487,0.3556039999994027,11068.491917994766,14308.050528139576,0.0,
63923,170.72.166.230,9000,12.0,1128.0,6.0,492.0,6.0,636.0,4892.647108,0.3670009999996182,10724.766417541354,13863.722442187604,0.0,
60556,170.72.165.164,5004,12.0,1128.0,6.0,492.0,6.0,636.0,4892.895899,0.3525849999996353,11163.2655955417,14430.562843017322,0.0,
63001,170.72.165.164,9000,12.0,1128.0,6.0,492.0,6.0,636.0,4892.950752,0.358064000000013,10992.448277402522,14209.75021225204,0.0,
55448,170.72.165.2,5004,12.0,1128.0,6.0,492.0,6.0,636.0,4892.996574,0.3453989999998157,11395.516489631122,14730.789608547548,0.0,
50111,170.72.165.2,9000,12.0,1128.0,6.0,492.0,6.0,636.0,4893.047655,0.3658809999997174,10757.596048996911,13906.160746264302,0.0,
59557,18.230.160.18,5004,12.0,1128.0,6.0,492.0,6.0,636.0,4893.296201,0.4808729999995194,8185.113325148082,10580.756249581667,0.0,
53206,18.230.160.18,9000,12.0,1128.0,6.0,492.0,6.0,636.0,4893.347033,0.4880180000000109,8065.276280792741,10425.844948341835,0.0,
53409,18.230.160.63,5004,12.0,1128.0,6.0,492.0,6.0,636.0,4893.404036,0.5199519999996483,7569.929531961917,9785.518663267843,0.0,
64658,18.230.160.63,9000,12.0,1128.0,6.0,492.0,6.0,636.0,4893.447786,0.5040239999998448,7809.151945147873,10094.757392508229,0.0,
5353,224.0.0.251,5353,24.0,2472.0,24.0,2472.0,0.0,0.0,440.022412,922.52145,21.43689992248961,0.0,0.0,
5353,224.0.0.251,5353,38.0,6450.0,38.0,6450.0,0.0,0.0,3554.727541,131.99056699999983,390.9370280983797,0.0,0.0,
137,192.168.0.255,137,11.0,1156.0,11.0,1156.0,0.0,0.0,3556.366821,76.79700899999989,120.42135651402796,0.0,0.0,
443,192.168.0.101,53874,642.0,147972.0,353.0,125841.0,289.0,22131.0,5.552862,879.952978,1144.070223261407,201.2016601187069,0.0,
53744,72.163.198.168,443,1097.0,92752.0,550.0,49879.0,547.0,42873.0,2.266177,5477.369793999999,72.85102430679524,62.61837577147161,0.0,
54319,40.100.140.130,443,906.0,657074.0,344.0,88926.0,562.0,568148.0,2.887354,774.3443100000001,918.7230936067702,5869.71963415086,0.0,
54715,170.72.231.10,443,32.0,14231.0,16.0,5281.0,16.0,8950.0,4.23327,61.321183,688.9625726887884,1167.6226141951634,0.0,
54615,20.42.65.84,443,10.0,3261.0,5.0,2565.0,5.0,696.0,5.915836,125.0315,164.11864210219025,44.53277774000952,0.0,
54718,23.3.70.159,443,34.0,7391.0,20.0,5167.0,14.0,2224.0,11.733076,20.351437,2031.109645967506,874.2380206370685,0.0,
54720,20.50.73.9,443,21.0,8984.0,12.0,3614.0,9.0,5370.0,17.394329,2.342206000000001,12343.918511010555,18341.683011656525,0.0,
53986,40.100.140.226,443,31590.0,28047936.0,11862.0,3520010.0,19728.0,24527926.0,23.157676,5457.883933,5159.523424405515,35952.28671199374,0.0,
54725,23.3.70.159,443,34.0,7378.0,21.0,5242.0,13.0,2136.0,71.601648,20.511044,2044.557068864949,833.1121516778961,0.0,
54727,20.42.65.89,443,21.0,7673.0,12.0,2299.0,9.0,5374.0,79.797242,5.608057000000002,3279.567236923589,7666.113236723518,0.0,
54019,67.222.248.143,4287,104.0,14568.0,52.0,7169.0,52.0,7399.0,85.448356,5134.067376,11.17087015026349,11.529260460566269,0.0,
53810,64.207.204.168,4287,25108.0,24607884.0,16149.0,24008934.0,8959.0,598950.0,85.448684,5288.631051,36317.80514613175,906.018959120618,0.0,
54742,23.3.70.153,443,32.0,6038.0,19.0,3902.0,13.0,2136.0,139.609944,20.328839999999985,1535.552446671823,840.5791968454674,0.0,
54743,170.72.231.10,443,38.0,15303.0,19.0,4696.0,19.0,10607.0,144.439707,61.286225,612.9925607263295,1384.58519838675,0.0,
54744,20.42.65.88,443,20.0,7628.0,11.0,2246.0,9.0,5382.0,145.380261,5.955459000000019,3017.0638400835173,7229.669451170743,0.0,
54751,23.3.70.153,443,34.0,6192.0,20.0,3968.0,14.0,2224.0,199.464796,20.33645899999999,1560.9403780668017,874.8819054487317,0.0,
54777,23.3.70.153,443,36.0,7551.0,21.0,5261.0,15.0,2290.0,259.588132,20.633307,2039.8087422437904,887.8848165250484,0.0,
54789,20.42.72.131,443,25.0,10508.0,13.0,3146.0,12.0,7362.0,268.944918,125.31946600000003,200.8307312768153,469.9668924538825,0.0,
54790,20.42.72.131,443,20.0,8030.0,11.0,1293.0,9.0,6737.0,269.056018,64.85711300000003,159.4890602053162,830.9959772646677,0.0,
54807,23.3.70.153,443,34.0,7405.0,20.0,5172.0,14.0,2233.0,319.465614,20.317015999999967,2036.5195361366093,879.2629783822599,0.0,
54876,23.3.70.153,443,32.0,6036.0,19.0,3900.0,13.0,2136.0,379.62038,20.314026000000013,1535.8846148961304,841.192189081573,0.0,
54894,170.72.231.10,443,33.0,13542.0,17.0,4592.0,16.0,8950.0,400.22516,61.44588299999998,597.8594204594636,1165.2530080819251,0.0,
54906,23.3.70.153,443,35.0,7456.0,21.0,5232.0,14.0,2224.0,439.466376,20.36359299999998,2055.432948399629,873.7161462616159,0.0,
54913,23.3.70.153,443,33.0,6120.0,19.0,3896.0,14.0,2224.0,499.604588,20.337675000000047,1532.525227195337,874.8295958117119,0.0,
54915,170.72.231.161,443,85.0,55724.0,43.0,45022.0,42.0,10702.0,508.47869,61.419595000000015,5864.187153953065,1393.952532575312,0.0,
54920,170.72.231.10,443,34.0,14363.0,17.0,5347.0,17.0,9016.0,545.614188,61.29603799999995,697.8591340601823,1176.715532576511,0.0,
54923,23.3.70.153,443,34.0,7397.0,20.0,5195.0,14.0,2202.0,559.475702,20.316624000000047,2045.6154526460648,867.0731909002184,0.0,
54929,170.72.231.161,443,29.0,13202.0,15.0,4384.0,14.0,8818.0,618.556664,60.725543000000016,577.5493847786588,1161.6857835260523,0.0,
54930,23.3.70.153,443,33.0,7321.0,20.0,5185.0,13.0,2136.0,619.601647,20.33571500000005,2039.7610804439328,840.2950179032288,0.0,
54933,17.248.162.68,443,104.0,51321.0,51.0,10005.0,53.0,41316.0,631.272119,60.03542900000002,1333.2127600853817,5505.549065036245,0.0,
54934,20.50.80.210,443,92.0,50524.0,56.0,38033.0,36.0,12491.0,633.078047,249.971004,1217.1971753971914,399.7583655742728,0.0,
54935,20.50.80.210,443,20.0,8066.0,11.0,1293.0,9.0,6773.0,633.181688,62.76430600000003,164.80704813337687,863.2932227435124,0.0,
54936,20.50.80.210,443,25.0,10786.0,13.0,3425.0,12.0,7361.0,633.840998,124.53582199999994,220.01701646936584,472.85992941051154,0.0,
54938,13.107.213.58,443,40.0,13576.0,20.0,6670.0,20.0,6906.0,634.719576,122.38442700000007,436.0031852745445,451.42998463358384,0.0,
54940,104.115.93.30,443,28.0,4620.0,15.0,2301.0,13.0,2319.0,635.363532,20.252553000000034,908.9224454813163,916.0326601786928,0.0,
54941,104.115.92.71,443,229.0,164318.0,109.0,9179.0,120.0,155139.0,635.535527,35.029818999999975,2096.2711797054976,35430.15737534929,0.0,
54943,13.107.6.163,443,41.0,12399.0,20.0,3354.0,21.0,9045.0,637.790889,137.49507000000006,195.14881515388143,526.2734147486159,0.0,
54945,52.111.240.3,443,41.0,14165.0,22.0,4362.0,19.0,9803.0,637.906169,120.96850100000006,288.47178985875,648.30099862112,0.0,
54947,20.50.201.195,443,86.0,63557.0,54.0,53750.0,32.0,9807.0,640.004732,188.221308,2284.5447445301998,416.8284708764217,0.0,
54948,20.50.201.195,443,20.0,8030.0,11.0,1293.0,9.0,6737.0,640.088206,61.49956999999995,168.1962979578558,876.3638509992842,0.0,
54949,52.111.244.0,443,54.0,16597.0,25.0,4504.0,29.0,12093.0,640.100303,122.62327599999992,293.843071033268,788.952988011836,0.0,
54950,52.111.246.13,443,590.0,62505.0,300.0,26523.0,290.0,35982.0,640.604017,2514.520349,84.38348891643828,114.4774987064541,0.0,
54951,20.50.201.195,443,28.0,11197.0,16.0,3148.0,12.0,8049.0,643.983494,125.13748900000007,201.2506420038521,514.5700182620731,0.0,
54953,52.96.230.18,443,32.0,8621.0,18.0,2832.0,14.0,5789.0,648.615683,129.897107,174.41496984224597,356.528340542642,0.0,
54954,52.96.230.18,443,21.0,6716.0,12.0,1805.0,9.0,4911.0,648.63257,64.42210899999998,224.1466512684334,609.8527448084634,0.0,
54956,52.108.195.11,443,24.0,9393.0,14.0,2691.0,10.0,6702.0,650.34312,126.37691299999994,170.34756973372194,424.2547054460812,0.0,
54957,52.108.195.11,443,17.0,5923.0,10.0,1239.0,7.0,4684.0,650.393254,62.48724100000004,158.62438221588295,599.6744199347828,0.0,
54959,23.3.70.153,443,41.0,12558.0,25.0,10211.0,16.0,2347.0,679.477722,20.40843300000006,4002.659096854705,920.0118402035054,0.0,
54970,23.3.70.159,443,35.0,7460.0,21.0,5236.0,14.0,2224.0,739.614081,20.347849,2058.595972478467,874.3921777677829,0.0,
54979,23.3.70.159,443,41.0,9028.0,24.0,6606.0,17.0,2422.0,799.478368,20.81865599999992,2538.492398356561,930.7036919194052,0.0,
54982,104.115.92.71,443,26.0,4609.0,13.0,2040.0,13.0,2569.0,855.454774,20.283097,804.6108540525148,1013.2574921867208,0.0,
54998,23.3.70.159,443,34.0,7157.0,20.0,4933.0,14.0,2224.0,859.621463,20.302610000000072,1943.7894930750213,876.3405296166324,0.0,
55003,20.50.80.210,443,54.0,40883.0,33.0,32610.0,21.0,8273.0,863.433937,1.0892639999999574,239501.16776099292,60760.29318879775,0.0,
55004,20.50.80.210,443,35.0,24068.0,22.0,16630.0,13.0,7438.0,863.43409,0.8876030000000128,149886.83003549796,67038.98026482464,0.0,
55005,20.50.80.210,443,26.0,11623.0,16.0,4218.0,10.0,7405.0,863.51559,12.722952000000078,2652.214674707552,4656.152125701617,0.0,
55014,170.72.231.10,443,34.0,13874.0,16.0,4429.0,18.0,9445.0,872.247642,61.242280999999934,578.5545446943761,1233.788140582159,0.0,
55025,104.115.92.71,443,113.0,72773.0,55.0,4988.0,58.0,67785.0,885.481412,21.690425000000005,1839.7057687896845,25000.89325128484,0.0,
55026,170.72.231.161,443,3950.0,1238823.0,1822.0,139470.0,2128.0,1099353.0,888.34738,4609.17897,242.0734814729921,1908.110762728747,0.0,
55027,170.72.231.161,443,30.0,13528.0,15.0,4365.0,15.0,9163.0,889.149256,61.25731399999995,570.0543775066603,1196.6571044887808,0.0,
55028,170.72.231.161,443,32.0,13715.0,17.0,4548.0,15.0,9167.0,889.206902,60.74688000000003,598.9443408451591,1207.2389561406276,0.0,
55029,170.72.231.161,443,270.0,270357.0,75.0,11163.0,195.0,259194.0,889.262607,60.95761400000004,1465.017971339888,34016.29204187682,0.0,
55030,170.72.231.161,443,35.0,14033.0,18.0,4608.0,17.0,9425.0,889.264348,60.71665599999994,607.1480616455563,1241.8338717468246,0.0,
55031,170.72.231.161,443,49.0,19186.0,23.0,7826.0,26.0,11360.0,889.338329,61.495360000000005,1018.0930723879004,1477.835075687011,0.0,
55032,170.72.231.112,443,40.0,14276.0,20.0,4720.0,20.0,9556.0,889.441714,61.22828499999992,616.7084379384471,1248.5732696906357,0.0,
55033,170.72.231.10,443,29.0,13378.0,14.0,4301.0,15.0,9077.0,889.493666,61.203214,562.1926979194262,1186.4736384595749,0.0,
55034,170.72.231.10,443,34.0,13608.0,17.0,4592.0,17.0,9016.0,889.54804,61.20452899999998,600.2170198875317,1178.4748805108854,0.0,
55035,170.72.231.10,443,34.0,14584.0,17.0,5560.0,17.0,9024.0,889.5496,61.20248199999992,726.7679111445196,1179.5600054259253,0.0,
55036,66.114.168.212,443,38.0,16364.0,20.0,4565.0,18.0,11799.0,890.347762,61.52337,593.5955718940623,1534.246254715891,0.0,
55039,20.50.80.210,443,27.0,11096.0,15.0,3047.0,12.0,8049.0,903.168869,128.36175800000012,189.9007958429486,501.6447344075791,0.0,
55040,23.3.70.159,443,45.0,19034.0,28.0,16595.0,17.0,2439.0,919.480253,20.382528000000093,6513.421691362298,957.2904793752724,0.0,
55043,20.42.65.84,443,28.0,13277.0,17.0,5853.0,11.0,7424.0,933.032894,1.1752759999999398,39840.85440356342,50534.51274424309,0.0,
55044,20.42.65.84,443,21.0,8084.0,12.0,1347.0,9.0,6737.0,933.128893,63.20399900000007,170.49554095461568,852.7308533119865,0.0,
55052,52.182.143.211,443,20.0,7537.0,11.0,2165.0,9.0,5372.0,953.01638,1.568760999999995,11040.560034320111,27394.86766945388,0.0,
55055,23.3.70.159,443,39.0,7711.0,23.0,5355.0,16.0,2356.0,979.612362,20.407789000000093,2099.1984972012306,923.5689373307376,0.0,
55061,170.72.231.10,443,34.0,14126.0,17.0,4700.0,17.0,9426.0,1006.877378,61.267905999999925,613.698140752518,1230.79120739005,0.0,
55062,170.72.231.10,443,37.0,14306.0,18.0,4754.0,19.0,9552.0,1007.304722,61.08660300000008,622.5915034103296,1250.9453177483106,0.0,
55063,170.72.231.0,443,152.0,67094.0,83.0,51370.0,69.0,15724.0,1007.644047,91.52807200000008,4489.98860152981,1374.354307386699,0.0,
55066,170.72.231.168,443,38.0,17342.0,20.0,7974.0,18.0,9368.0,1008.654709,61.5608289999999,1036.2433553323349,1217.39751100493,0.0,
55071,170.72.231.0,443,43.0,15101.0,21.0,4790.0,22.0,10311.0,1036.47278,61.41717399999993,623.929717117887,1343.0771008773554,0.0,
55072,170.72.231.0,443,32.0,14322.0,15.0,4394.0,17.0,9928.0,1036.475067,61.42971999999986,572.2311610731756,1292.9246625249175,0.0,
55073,170.72.231.0,443,41.0,14749.0,20.0,4724.0,21.0,10025.0,1036.476273,61.39259100000004,615.579166547963,1306.3465589846166,0.0,
55074,170.72.231.0,443,35.0,14616.0,16.0,4472.0,19.0,10144.0,1036.476924,1.4583299999999326,24532.17035924767,55647.21290791779,0.0,
55075,170.72.231.0,443,31.0,14266.0,14.0,4364.0,17.0,9902.0,1036.477352,61.420036999999866,568.4138549118763,1289.7419778499998,0.0,
55076,170.72.231.0,443,32.0,14070.0,15.0,4394.0,17.0,9676.0,1036.478404,61.42994500000009,572.2290651570655,1260.1020560900697,0.0,
55077,170.72.231.0,443,39.0,14617.0,18.0,4592.0,21.0,10025.0,1036.479521,61.41929899999991,598.1181908311922,1305.7784980580798,0.0,
55078,170.72.231.0,443,40.0,14679.0,19.0,4658.0,21.0,10021.0,1036.480735,61.39540799999986,606.9509302715292,1305.7654083836396,0.0,
55079,170.72.231.0,443,41.0,14956.0,21.0,4790.0,20.0,10166.0,1036.481872,61.40077399999996,624.0963672542634,1324.5435635713657,0.0,
55080,170.72.231.0,443,33.0,14381.0,16.0,4460.0,17.0,9921.0,1036.482993,61.42834999999991,580.8393030253955,1292.0418666625446,0.0,
55081,170.72.231.0,443,36.0,14390.0,17.0,4526.0,19.0,9864.0,1036.484055,61.43407000000002,589.3798017940206,1284.4989758939946,0.0,
55082,170.72.231.0,443,40.0,14999.0,19.0,4658.0,21.0,10341.0,1036.485022,61.41830499999992,606.7246564358956,1346.9599983262335,0.0,
55083,170.72.231.0,443,36.0,14325.0,19.0,4658.0,17.0,9667.0,1036.485988,61.37911600000007,607.1120346536102,1259.9725287669492,0.0,
55084,170.72.231.0,443,36.0,14321.0,19.0,4658.0,17.0,9663.0,1036.487455,61.38490700000011,607.0547602198034,1259.3323632468785,0.0,
55085,170.72.231.0,443,37.0,14488.0,17.0,4526.0,20.0,9962.0,1036.487849,61.4202929999999,589.512003793275,1297.5516088794973,0.0,
55086,170.72.231.0,443,30.0,13916.0,14.0,4364.0,16.0,9552.0,1036.488996,61.415729000000056,568.4537262433206,1244.2415199532995,0.0,
55087,170.72.231.0,443,37.0,14395.0,20.0,4724.0,17.0,9671.0,1036.490021,61.40882799999986,615.4164023452798,1259.8840023457242,0.0,
55088,170.72.231.0,443,36.0,14384.0,17.0,4526.0,19.0,9858.0,1036.491122,61.41242299999999,589.5875497372903,1284.1701425784815,0.0,
55089,170.72.231.0,443,38.0,14508.0,18.0,4592.0,20.0,9916.0,1036.492649,61.40513399999986,598.2561653558167,1291.878949405113,0.0,
55090,170.72.231.0,443,38.0,14509.0,18.0,4592.0,20.0,9917.0,1036.493049,61.407994000000144,598.2283023281939,1291.949057967922,0.0,
55091,170.72.231.0,443,48.0,19016.0,22.0,5545.0,26.0,13471.0,1036.649053,61.39620599999989,722.5202156628388,1755.287615003445,0.0,
55092,170.72.231.0,443,40.0,14656.0,20.0,4735.0,20.0,9921.0,1036.65034,61.16705000000002,619.2876720391124,1297.5613504329533,0.0,
55093,170.72.231.0,443,38.0,14435.0,19.0,4645.0,19.0,9790.0,1036.651544,61.404178,605.1705471898019,1275.483241547505,0.0,
55094,66.114.168.212,443,35.0,16808.0,16.0,4621.0,19.0,12187.0,1039.675515,62.46590800000013,591.8108162295491,1560.7873658059978,0.0,
